name,prompts_count,volume,volume_trend,intents
Forno autolimpante,32,5291,20;27;31;62;97;98;98;100;97;100;91;91,task:5;informational:65;navigational:2;commercial:20;transactional:8
Ninja Grill,23,1465,36;43;44;39;69;70;69;79;97;100;100;97,task:8;informational:51;navigational:10;commercial:15;transactional:16
Microwave Appliances & Terminology,16,2996,31;37;37;37;97;97;95;100;97;97;98;98,task:2;informational:61;navigational:1;commercial:32;transactional:4
Fritadeiras Elétricas 5 L,19,1259,71;100;100;95;74;79;82;78;80;78;80;80,task:3;informational:55;navigational:6;commercial:26;transactional:10
Acessórios de Airfryer Walita Philips,18,212,75;90;93;83;81;91;85;100;99;89;95;85,task:3;informational:35;navigational:35;commercial:10;transactional:17
Batata Frita na Panela,17,966,58;60;60;64;70;71;72;100;80;74;75;74,task:2;informational:81;navigational:3;commercial:8;transactional:6
Kamado Grills,16,73,52;70;80;74;74;76;100;66;67;67;67;67,task:7;informational:32;navigational:18;commercial:32;transactional:11
fornos elétricos digitais,15,127,14;17;21;19;36;43;30;100;61;18;17;17,task:3;informational:49;navigational:4;commercial:33;transactional:11
Fritadeiras Airfryer Philips Walita,22,835,68;96;97;88;88;94;93;100;94;95;89;88,task:3;informational:38;navigational:18;commercial:26;transactional:15
Fritadeiras Cadence,30,4678,56;75;78;80;97;100;100;88;88;88;91;93,task:2;informational:48;navigational:16;commercial:15;transactional:19
Idlers Appliances,17,98,7;99;100;40;19;28;30;82;46;12;13;12,task:7;informational:43;navigational:25;commercial:11;transactional:14
Batata Frita McCain,34,12477,36;43;96;50;65;66;66;96;100;100;100;100,task:1;informational:52;navigational:24;commercial:15;transactional:8
Fritadeiras Croydon,19,334,54;99;100;99;60;63;64;61;62;63;60;59,task:7;informational:42;navigational:18;commercial:17;transactional:16
Acessórios para fritadeiras,17,209,42;99;100;74;77;90;99;71;63;59;60;56,task:7;informational:48;navigational:1;commercial:30;transactional:14
air fryer philips walita ri9280,15,154,9;21;27;24;24;16;22;20;22;73;100;17,task:5;informational:46;navigational:22;commercial:14;transactional:13
Grill no forno,29,2652,87;90;90;89;92;93;93;82;100;100;100;100,task:2;informational:82;navigational:5;commercial:9;transactional:2
Pizza Ovens,19,1769,84;100;100;99;84;88;89;83;89;89;86;86,task:1;informational:49;navigational:6;commercial:37;transactional:7
Fogões Electrolux VaporBake,23,2162,19;38;42;53;58;54;55;100;79;82;77;78,informational:49;navigational:33;commercial:10;transactional:8
Heat Guns,16,109,45;50;51;47;55;64;72;100;75;47;46;48,task:10;informational:50;navigational:2;commercial:32;transactional:6
Fritadeiras Elétricas 4 Litros em Promoção,16,555,60;77;89;73;46;48;50;100;79;79;49;59,task:2;informational:15;navigational:13;commercial:51;transactional:19
"Fritadeiras Air Fryer Mondial 3,5 L",22,797,89;99;100;97;52;55;55;59;52;52;51;51,task:5;informational:46;navigational:4;commercial:37;transactional:8
Fogões e fritadeiras para pastel,16,243,78;91;100;85;63;53;52;65;63;52;52;52,task:2;informational:56;navigational:4;commercial:28;transactional:10
Portable Blenders,16,48,12;20;23;25;63;72;57;100;70;18;19;20,task:7;informational:34;navigational:11;commercial:28;transactional:20
Máquinas de Cozinha Automatizadas,18,138,27;31;38;35;35;36;68;100;87;44;44;44,task:4;informational:65;navigational:1;commercial:23;transactional:7
Frigideiras Brinox,21,1429,59;85;86;82;84;88;89;93;100;100;96;96,task:3;informational:36;navigational:33;commercial:14;transactional:14
Utensílios de fritura,22,2272,77;87;89;56;97;100;100;52;47;47;46;45,task:1;informational:52;navigational:5;commercial:20;transactional:22
Frigideiras Grill,19,2660,47;57;57;47;81;82;82;87;98;100;98;98,task:2;informational:53;navigational:9;commercial:26;transactional:10
Fritadeiras Elgin no Brasil,16,752,7;51;57;36;36;37;45;71;52;100;86;96,task:2;informational:65;navigational:10;commercial:10;transactional:13
Forno de Embutir com Ventilação,23,1918,15;20;24;70;85;83;84;100;99;97;96;96,task:3;informational:61;navigational:2;commercial:26;transactional:8
Waffle Dash Makers,15,270,71;94;85;74;84;83;80;65;67;86;100;79,task:4;informational:50;navigational:18;commercial:18;transactional:10
Frigideiras Tefal,17,174,25;29;30;28;28;30;44;100;73;31;31;31,task:1;informational:46;navigational:7;commercial:40;transactional:6
Panelas wok,24,15162,15;19;21;49;100;100;100;80;77;77;76;76,task:7;informational:56;navigational:5;commercial:23;transactional:9
Fondue elétrico Oster,19,903,50;66;71;65;64;68;72;100;73;73;72;71,task:3;informational:51;navigational:5;commercial:24;transactional:17
Micro-ondas Oster,16,980,19;22;22;21;21;49;34;22;22;46;95;100,task:3;informational:31;navigational:41;commercial:10;transactional:15
Midea Airvolution Appliances,17,469,15;18;19;18;19;19;26;58;37;100;79;36,task:2;informational:61;navigational:10;commercial:10;transactional:17
"Air Fryers Philco, Britânia e Redstone",18,2654,52;71;74;70;81;85;86;87;99;99;100;100,task:2;informational:60;navigational:5;commercial:17;transactional:16
Fritadeiras Rosa,15,967,63;87;89;73;73;77;81;100;93;86;75;74,task:3;informational:54;navigational:11;commercial:20;transactional:12
Fornos Elétricos,232,147415,42;40;41;53;100;100;100;97;79;79;79;79,task:2;informational:40;navigational:4;commercial:39;transactional:15
Kenwood Cooking Chefs,19,1281,26;33;33;31;63;64;60;92;100;93;80;81,task:5;informational:48;navigational:15;commercial:12;transactional:20
Forno Elétrico Fischer,123,36843,100;100;41;43;51;51;51;58;62;62;62;62,task:3;informational:40;navigational:23;commercial:17;transactional:17
Infrared IR Blaster Essentials,19,1534,19;22;60;47;46;49;47;66;68;100;70;77,informational:78;navigational:7;commercial:13;transactional:2
Fritadeiras Air Philco Vermelhas,15,883,18;21;20;33;30;25;33;100;94;77;75;74,informational:53;navigational:4;commercial:34;transactional:9
Máquinas de assar costela,15,60,13;14;17;17;23;24;100;53;50;29;27;32,task:7;informational:46;navigational:5;commercial:25;transactional:17
Fritadeiras elétricas Metvisa,15,98,12;77;98;53;68;100;14;20;18;21;19;18,informational:32;navigational:41;commercial:11;transactional:16
Fritadeiras a gás comerciais,21,2383,48;68;78;76;82;87;89;100;96;96;96;96,task:5;informational:42;navigational:1;commercial:40;transactional:12
Maquinas de Waffle Oster,16,462,77;90;92;83;93;100;100;92;95;96;85;89,task:3;informational:33;navigational:15;commercial:22;transactional:27
Batedeiras KitchenAid,36,13764,93;97;100;46;46;47;47;56;57;57;57;57,task:3;informational:38;navigational:15;commercial:29;transactional:15
Mini Fornos Elétricos Portáteis,17,2195,69;91;94;90;88;94;95;98;100;97;97;95,task:7;informational:45;navigational:4;commercial:33;transactional:11
eletrodomésticos de cozinha,19,1940,16;21;28;41;99;100;99;54;46;46;47;47,task:2;informational:59;navigational:5;commercial:22;transactional:12
Forno Elétrico Polishop,18,364,24;32;37;74;74;30;29;57;49;100;94;72,task:3;informational:26;navigational:44;commercial:11;transactional:16
Traeger Grills,16,104,29;36;39;73;72;94;100;41;44;51;47;41,task:3;informational:25;navigational:39;commercial:14;transactional:19
Frigideiras de Alumínio,18,1171,35;42;45;90;99;100;95;57;91;88;87;88,task:5;informational:45;navigational:1;commercial:35;transactional:14
Fogões e Cooktops,16,382,14;85;100;19;33;32;30;30;25;31;29;31,task:2;informational:50;navigational:19;commercial:15;transactional:14
Panelas T-Fal,18,441,87;97;100;94;94;96;94;93;78;71;68;77,task:5;informational:58;navigational:10;commercial:21;transactional:6
Baked and Roasted Potatoes,30,30048,33;35;21;39;64;65;65;83;100;100;100;100,task:10;informational:75;navigational:4;commercial:7;transactional:4
Cuisinart Grill e Sanduíches,16,162,48;91;100;78;79;60;58;67;60;66;63;63,task:3;informational:36;navigational:22;commercial:27;transactional:12
Frigideiras 3 em 1 antiaderentes,15,169,55;89;100;79;75;79;48;41;42;37;37;46,task:7;informational:24;commercial:51;transactional:18
Frigideiras Neoflam,16,149,11;39;41;36;40;45;25;100;97;12;11;12,task:10;informational:45;navigational:8;commercial:20;transactional:17
AirFly Devices,17,376,33;38;38;39;100;100;99;24;22;26;27;23,task:2;informational:60;navigational:10;commercial:20;transactional:8
Recipes and Dinner Ideas,48,36514,20;33;35;26;54;54;54;100;94;94;94;94,task:5;informational:69;navigational:6;commercial:12;transactional:8
Home Grill & BBQ,15,70,44;45;50;96;100;97;71;77;80;48;49;49,task:5;informational:35;navigational:30;commercial:22;transactional:8
Rice Cooking & Rice Cookers,19,874,33;43;43;46;100;100;99;78;66;62;62;62,task:4;informational:71;navigational:3;commercial:17;transactional:5
Char-Broil & Grill Accessories,21,9611,43;51;50;89;91;93;93;92;100;100;100;99,task:5;informational:38;navigational:16;commercial:21;transactional:20
Escorredores de fritura,15,1158,75;83;83;80;45;52;52;61;62;100;93;90,task:1;informational:58;navigational:2;commercial:27;transactional:12
Vulcan Broilers & Kitchen Equipment,16,134,81;87;90;88;88;90;91;97;100;94;94;94,task:3;informational:43;navigational:18;commercial:32;transactional:4
Forno Turbo Elétrico,16,1019,85;95;100;97;91;88;88;58;52;52;55;55,task:5;informational:59;navigational:5;commercial:18;transactional:13
Fritadeiras Elétricas 7 Litros Progas,19,542,45;69;74;67;64;51;49;100;52;52;47;48,task:4;informational:30;navigational:4;commercial:40;transactional:22
Fritadeiras elétricas 10l,15,191,14;78;86;66;67;19;17;100;56;38;38;41,task:4;informational:49;navigational:4;commercial:24;transactional:19
Panquecas elétricas domésticas,20,2812,100;57;59;70;70;74;75;65;66;65;64;63,task:5;informational:54;navigational:4;commercial:26;transactional:11
Dyson Supersonic Hair Dryer,17,388,18;18;20;52;53;54;53;46;100;97;97;97,task:2;informational:55;navigational:5;commercial:15;transactional:23
Tasty Food Media,17,5376,14;100;18;83;83;83;83;85;83;82;82;82,task:2;informational:60;navigational:9;commercial:23;transactional:6
Assadeiras de Frango Progas,20,629,72;88;65;83;98;100;93;95;82;81;75;76,task:3;informational:26;navigational:35;commercial:10;transactional:26
Forno elétrico embutido,15,620,42;61;65;57;70;71;44;45;50;48;85;100,task:1;informational:54;navigational:4;commercial:33;transactional:8
Panelas e frigideiras Electrolux,18,490,65;83;81;78;74;73;72;93;89;100;97;96,informational:35;navigational:41;commercial:17;transactional:7
Churrasqueiras elétricas,103,53203,40;42;44;50;100;100;100;65;67;67;67;67,task:2;informational:49;navigational:4;commercial:33;transactional:12
Maquinas de Waffle,33,11632,79;85;88;87;95;96;96;98;100;100;100;100,task:2;informational:48;navigational:5;commercial:29;transactional:16
Micro-ondas LG,30,5315,86;97;100;52;59;60;61;56;62;62;62;61,task:2;informational:48;navigational:18;commercial:20;transactional:12
Fatiadores de frios,37,11936,95;100;47;61;59;60;61;66;68;68;68;68,task:5;informational:45;navigational:1;commercial:30;transactional:19
Fornos Progas,31,3319,86;98;100;100;49;51;52;52;50;50;50;50,task:2;informational:32;navigational:24;commercial:25;transactional:17
Forno elétrico embutido Itatiaia,16,1046,12;48;60;43;43;38;27;48;35;100;86;95,informational:33;navigational:24;commercial:29;transactional:14
Fritadeiras elétricas 10L (Oster e similares),15,1330,19;45;57;38;38;35;28;100;28;29;85;99,task:10;informational:46;navigational:4;commercial:30;transactional:10
Panelas elétricas para feijão,71,25230,43;46;53;64;64;64;64;100;86;86;86;86,task:5;informational:55;navigational:2;commercial:23;transactional:15
fornos elétricos Fischer 44L,20,1623,84;96;96;93;96;98;100;88;52;53;100;100,task:2;informational:49;navigational:22;commercial:15;transactional:12
Frigideiras Tramontina Grill,15,391,5;12;14;13;10;10;8;18;12;100;73;94,task:3;informational:47;navigational:18;commercial:15;transactional:17
Fornos elétricos Layr,26,4656,90;98;100;46;42;43;43;43;45;45;45;44,task:3;informational:43;navigational:9;commercial:22;transactional:23
Kamado Grills & Barbecues,17,596,31;32;63;65;71;71;70;100;91;91;91;91,task:8;informational:49;navigational:1;commercial:38;transactional:4
Brastemp Micro-ondas,93,22880,61;63;71;77;100;100;100;94;95;95;95;95,task:4;informational:35;navigational:21;commercial:22;transactional:18
Cookers e fogões,18,1083,70;74;74;75;93;93;99;100;38;39;39;43,task:2;informational:75;navigational:10;commercial:10;transactional:3
Grill e Sanduicheira Philco,20,2276,86;99;100;49;46;49;52;51;54;54;53;52,task:3;informational:36;navigational:10;commercial:35;transactional:16
Refrigerators & Fridges,28,17961,39;44;46;46;54;55;55;78;100;100;100;100,task:2;informational:51;navigational:1;commercial:37;transactional:9
Panelas Ballarini,18,288,44;84;100;51;50;61;61;65;57;87;84;90,task:7;informational:40;navigational:19;commercial:27;transactional:7
Micro-ondas na Fast Shop,16,769,38;55;59;54;72;71;89;100;82;65;65;67,task:5;informational:42;navigational:23;commercial:10;transactional:20
Fry's: Electronics & Burgers,21,2337,55;59;57;73;99;100;100;86;93;90;90;90,task:5;informational:61;navigational:19;commercial:10;transactional:5
Frigideiras antiaderentes,76,37473,19;20;22;89;100;100;100;44;41;41;41;41,task:1;informational:47;navigational:3;commercial:37;transactional:12
Crissair Fogões e Cooktops,15,1332,73;83;84;93;92;94;95;95;98;97;100;100,task:2;informational:44;navigational:37;commercial:7;transactional:10
Burger and Fries,19,1085,50;57;80;91;94;97;98;100;97;96;93;92,task:5;informational:52;navigational:11;commercial:22;transactional:10
Receitas de bacon,25,4960,19;24;44;52;58;59;60;100;92;92;92;92,task:5;informational:76;navigational:5;commercial:8;transactional:6
Assadeiras de Carne para Forno,16,232,18;20;21;37;42;42;58;78;100;30;31;31,task:2;informational:54;navigational:4;commercial:31;transactional:9
Air Compressor Dryers,16,567,57;63;64;64;99;100;100;79;79;79;79;79,task:3;informational:60;navigational:3;commercial:23;transactional:11
Fogões Samsung,22,2389,41;78;88;72;60;60;61;58;67;81;98;100,task:3;informational:36;navigational:21;commercial:16;transactional:24
fried fish recipes,18,1691,50;68;68;100;85;86;86;92;71;71;71;71,task:7;informational:66;navigational:5;commercial:10;transactional:12
Frigideiras com divisórias,15,1036,4;18;23;11;10;13;11;4;4;100;90;82,task:7;informational:56;navigational:5;commercial:22;transactional:10
Polenta Frita,27,6723,22;27;30;29;28;29;29;100;42;42;42;41,task:17;informational:74;navigational:3;commercial:4;transactional:2
Pipoqueiras Multiflon,15,557,4;61;64;46;46;35;20;100;74;57;52;60,task:7;informational:42;navigational:18;commercial:22;transactional:11
KitchenAid Pro 600 mixers,15,421,23;50;62;54;74;100;97;91;56;61;58;93,task:1;informational:45;navigational:9;commercial:40;transactional:5
Eletroportáteis de Cozinha,26,5956,23;26;26;26;90;91;91;99;100;100;100;100,task:2;informational:50;navigational:4;commercial:34;transactional:10
Churrasqueiras Portáteis,15,415,78;94;97;92;93;100;99;93;99;100;93;95,task:3;informational:45;navigational:9;commercial:27;transactional:16
Fogões digitais,17,640,35;45;49;41;45;49;69;47;45;45;51;100,task:3;informational:52;navigational:8;commercial:29;transactional:8
Cabos e puxadores para Air Fryer Mondial,18,1534,88;100;100;59;57;52;52;65;65;65;62;61,task:8;informational:61;navigational:2;commercial:19;transactional:10
Fogões e Fornos de Cozinha,15,677,35;56;67;47;60;57;71;100;72;75;68;87,task:8;informational:66;navigational:8;commercial:14;transactional:4
Assadeiras de Ferro Fundido,18,241,73;97;100;89;75;76;76;100;60;59;58;57,task:8;informational:54;navigational:4;commercial:26;transactional:8
Charcoal Grills & BBQs,16,199,39;68;81;71;78;100;53;78;72;68;67;74,task:7;informational:52;navigational:5;commercial:23;transactional:13
Aquecedores de Marmitas Elétricas,19,1510,69;77;73;100;68;79;70;96;96;98;97;96,task:3;informational:60;navigational:2;commercial:20;transactional:15
fornos a carvão,19,583,61;63;64;77;100;100;100;99;72;72;74;74,task:4;informational:70;navigational:2;commercial:15;transactional:9
Micro-ondas Brastemp,23,1225,83;99;100;49;47;49;50;54;56;56;55;55,task:2;informational:47;navigational:25;commercial:18;transactional:8
MyFood,15,1280,10;38;36;29;18;22;17;39;18;17;81;100,task:3;informational:35;navigational:47;commercial:10;transactional:5
Fritadeiras Elétricas Philips Walita,56,17770,76;81;89;100;96;96;96;94;92;92;92;92,task:2;informational:27;navigational:20;commercial:29;transactional:22
Forno e Arte de Cozinha,16,239,18;85;100;38;28;34;46;69;47;61;66;27,task:10;informational:47;navigational:9;commercial:20;transactional:14
Panelas Tefal,23,2402,70;79;83;60;59;62;62;99;100;100;99;100,task:3;informational:48;navigational:15;commercial:22;transactional:12
Dyson Airwrap lineup,16,185,72;72;80;100;94;94;65;65;55;50;52;52,task:5;informational:41;navigational:17;commercial:22;transactional:15
Blow Dry Essentials,18,532,29;30;31;68;68;69;70;100;37;47;41;43,task:10;informational:65;navigational:5;commercial:15;transactional:5
Sanduícheira e waffles 3 em 1,20,1247,84;100;100;98;54;55;55;62;63;62;64;64,task:2;informational:60;navigational:10;commercial:19;transactional:9
Capas de Crochê para Airfryer,16,897,72;97;97;91;87;100;100;94;90;93;93;92,task:17;informational:53;navigational:5;commercial:14;transactional:11
Hamburger Making,21,1463,44;46;54;38;50;51;50;100;83;83;83;83,task:2;informational:63;navigational:11;commercial:14;transactional:10
Hotpoint Appliances,17,1338,75;80;81;92;100;94;94;91;92;93;93;95,informational:32;navigational:31;commercial:12;transactional:25
Batatas Fritas e Assadas no Forno,32,4017,55;61;30;30;45;46;47;100;97;99;98;97,task:8;informational:80;navigational:2;commercial:5;transactional:5
Carrinhos de batata frita,17,551,55;74;75;72;69;79;79;100;86;65;58;57,task:10;informational:50;navigational:5;commercial:20;transactional:15
Farm coolers e marmitas,17,4499,85;98;100;53;52;53;54;57;59;58;59;58,task:2;informational:60;navigational:6;commercial:21;transactional:11
Fornos Elétricos Colombo,15,452,56;71;74;65;79;73;67;80;56;100;94;100,task:2;informational:27;navigational:39;commercial:7;transactional:25
Air Bike Home Gym,16,2213,37;37;37;37;98;99;99;99;100;100;100;100,task:5;informational:38;navigational:3;commercial:47;transactional:7
fornos elétricos Electrolux,44,24093,49;51;26;44;100;100;100;85;84;84;84;84,informational:54;navigational:26;commercial:14;transactional:6
Micro-ondas 33L,18,1032,39;46;47;82;83;75;74;100;71;62;60;61,task:2;informational:38;navigational:9;commercial:26;transactional:25
Marmiteiras e Marmiteiro Térmico,15,980,64;87;89;86;85;97;97;93;95;100;100;100,task:3;informational:63;navigational:5;commercial:25;transactional:4
Forno industrial e assadeiras,15,43,24;96;100;30;34;37;35;38;41;32;32;34,task:3;informational:49;navigational:4;commercial:28;transactional:16
Kings Smoking & Barbecue,16,289,65;73;96;77;81;84;85;100;95;78;79;91,task:3;informational:37;navigational:38;commercial:7;transactional:15
Coxinha de frango assada no forno,19,1375,90;99;100;54;93;95;96;86;98;97;98;97,task:2;informational:85;navigational:5;commercial:5;transactional:3
Máquinas de panquecas e waffles,16,1098,44;48;48;32;44;52;52;100;87;77;77;73,task:5;informational:63;navigational:5;commercial:17;transactional:10
Fritadeiras Philco Jumbo,20,1003,39;52;54;45;46;48;47;52;89;100;75;79,task:3;informational:36;navigational:31;commercial:19;transactional:11
Fornos Franke,16,402,25;27;28;36;33;33;40;46;39;100;90;92,task:3;informational:23;navigational:44;commercial:11;transactional:19
Panelas Elétricas a Vapor,16,2698,36;47;52;57;97;99;100;88;87;87;88;87,task:5;informational:60;navigational:2;commercial:28;transactional:5
Forno Ooni e pizzas,18,1182,71;85;84;83;76;78;78;78;100;100;100;100,task:5;informational:64;navigational:12;commercial:16;transactional:3
Chicken Wings,15,652,61;63;63;62;60;60;60;100;82;82;82;82,task:8;informational:55;navigational:5;commercial:12;transactional:20
Carrefour Panelas e Eletrodomésticos,22,2077,31;50;50;44;42;45;44;100;48;47;62;64,task:8;informational:24;navigational:33;commercial:10;transactional:25
Home Tech,18,610,36;54;54;30;61;61;55;100;35;37;37;36,task:2;informational:60;navigational:8;commercial:21;transactional:9
Kuvings Juicers,16,106,30;34;35;35;34;34;34;100;37;37;37;37,task:3;informational:37;navigational:21;commercial:23;transactional:16
Panelas no Shoptime,23,9939,40;42;44;19;20;20;20;100;20;20;20;20,informational:42;navigational:30;commercial:20;transactional:8
Mavic Air 2 drone,19,1442,36;36;24;37;99;98;100;83;82;80;80;80,task:2;informational:59;navigational:10;commercial:18;transactional:11
Frigideiras Fundo Triplo,16,443,66;96;98;92;91;97;85;100;98;88;87;87,task:7;informational:40;navigational:6;commercial:29;transactional:18
Sanduícheira e Grill – Eletrodomésticos,92,52912,77;78;80;88;97;97;97;100;100;100;100;100,task:2;informational:33;navigational:9;commercial:40;transactional:16
