name,prompts_count,volume,volume_trend,intents
Lavadoras Karcher K4,20,1917,37;47;49;48;47;41;42;33;83;98;100;100,informational:46;navigational:14;commercial:26;transactional:14
Maquinário e Máquinas,19,4266,41;45;46;32;96;97;100;100;100;100;99;99,task:2;informational:73;navigational:5;commercial:15;transactional:5
Máquinas de Travete,21,1843,48;49;53;48;99;100;96;100;99;96;97;98,task:2;informational:63;navigational:6;commercial:15;transactional:14
Motores de Lavadora Brastemp,25,4936,29;16;17;37;56;57;55;100;93;94;94;98,task:2;informational:65;navigational:5;commercial:19;transactional:9
Bombas e Lavadoras ZM,15,376,87;94;95;87;82;86;100;91;96;96;96;97,task:3;informational:31;navigational:42;commercial:16;transactional:8
Ferros de passar roupas,194,167332,32;34;37;42;73;73;73;70;100;100;100;100,task:5;informational:34;navigational:9;commercial:39;transactional:13
Secadoras Carrefour,19,1213,27;92;75;76;49;81;74;53;55;100;84;76,task:2;informational:32;navigational:23;commercial:15;transactional:28
Bacias e Baldes para Lavar Roupas,15,430,37;43;44;30;28;42;52;100;58;42;43;42,task:2;informational:47;navigational:2;commercial:40;transactional:9
Lavadoras Electrolux 17kg Perfect Care,18,659,16;100;97;82;80;42;42;24;60;73;48;51,task:3;informational:53;navigational:18;commercial:12;transactional:14
Lavadoras LG VC5,18,2011,20;32;37;30;30;31;29;100;53;63;54;69,task:2;informational:52;navigational:10;commercial:16;transactional:20
Lavadoras sem agitador,21,1950,36;42;25;54;58;60;60;100;88;95;83;85,task:3;informational:68;navigational:4;commercial:22;transactional:3
Rode Smartlavs — Lavadoras Inteligentes,15,731,16;20;21;30;30;28;38;33;31;100;85;88,task:3;informational:42;navigational:13;commercial:38;transactional:4
Máquinas de Costura,106,51567,49;47;50;57;100;100;100;78;77;77;77;77,task:2;informational:49;navigational:6;commercial:30;transactional:13
Máquinas de lavar com defeito: compra e venda,23,2408,100;98;92;92;80;80;75;76;82;81;76;81,task:12;informational:51;navigational:3;commercial:5;transactional:29
Lavanderia e serviços de lavanderia,15,220,13;14;18;40;74;36;30;16;16;17;17;100,task:3;informational:45;navigational:30;commercial:17;transactional:5
Válvulas Electrolux para Máquina de Lavar,22,587,63;77;77;72;74;85;83;93;92;93;100;100,task:1;informational:57;navigational:5;commercial:21;transactional:16
Lava-louças Midea no Brasil,58,19334,46;52;58;89;62;62;62;99;100;100;100;100,task:2;informational:55;navigational:4;commercial:20;transactional:19
Lavadoras: problemas comuns e soluções,30,3846,44;48;48;66;66;69;69;83;100;100;100;100,task:6;informational:72;navigational:7;commercial:7;transactional:8
Placas da Máquina de Lavar Electrolux,45,7111,51;59;32;54;91;95;96;100;94;94;93;93,task:8;informational:52;navigational:4;commercial:19;transactional:17
LG lava e seca 10kg,16,1254,48;81;91;76;64;51;50;98;63;77;85;100,task:5;informational:21;navigational:10;commercial:20;transactional:44
Lavanderia Brilhante,17,513,82;41;40;100;100;99;99;100;99;99;99;99,task:3;informational:51;navigational:30;commercial:12;transactional:4
Lavadoras Samsung 17kg,18,2771,15;61;64;49;34;27;27;95;64;80;100;98,task:5;informational:49;navigational:5;commercial:17;transactional:24
Lavanderia Dry Wash,16,4332,95;98;98;98;98;100;100;100;100;100;100;100,task:5;informational:42;navigational:13;commercial:33;transactional:7
Carrinhos para lavadora de alta pressão,15,330,9;87;100;19;17;46;30;76;66;87;79;80,task:3;informational:46;navigational:4;commercial:40;transactional:7
Máquinas de Costura e Conserto,19,7058,57;98;100;100;84;85;85;88;89;89;89;88,task:2;informational:51;navigational:7;commercial:30;transactional:10
Lavadoras de roupas 20 kg,26,4844,86;97;100;52;52;53;53;51;51;50;51;51,task:5;informational:42;navigational:7;commercial:34;transactional:12
Lavadora Consul 15kg (CWH15AB),15,1071,14;30;35;26;25;44;45;35;28;100;87;63,task:2;informational:39;navigational:31;commercial:21;transactional:7
Placas de lavadoras Colormaq,17,224,72;90;100;92;80;84;70;69;69;69;69;69,task:5;informational:58;navigational:6;commercial:23;transactional:8
Lavadoras de alta pressão e desentupidoras WAP,17,350,34;37;38;37;40;44;78;100;88;68;66;67,task:2;informational:65;navigational:10;commercial:15;transactional:8
Produtos para lavanderia,21,1963,17;20;24;86;100;100;100;98;93;93;95;95,task:2;informational:51;navigational:2;commercial:35;transactional:10
Placas de Máquina de Lavar Consul,26,1143,47;63;63;56;67;70;72;100;71;71;69;69,task:5;informational:61;navigational:4;commercial:19;transactional:11
Peças e mecanismos Brastemp Lavadora,23,1892,30;39;40;74;99;100;100;77;72;71;71;71,informational:59;navigational:10;commercial:9;transactional:22
Secadoras de Roupas Latinas,18,1627,28;65;64;61;57;47;46;67;76;100;88;96,task:2;informational:55;navigational:10;commercial:20;transactional:13
Espuma para Lava Jato,21,2579,15;19;20;24;77;78;78;100;100;100;100;100,task:5;informational:59;navigational:4;commercial:25;transactional:7
Lavadoras Mueller Popmatic 8kg,15,804,2;4;5;25;29;42;33;100;99;74;53;52,task:10;informational:57;navigational:5;commercial:18;transactional:10
Lavanderias Lavamais,15,106,77;89;91;100;92;97;96;100;95;95;95;95,informational:30;navigational:45;commercial:22;transactional:3
Lavadoras de Alta Pressão Vonixx,18,173,75;96;98;100;71;73;70;59;63;61;66;64,task:3;informational:59;navigational:5;commercial:12;transactional:21
Detergentes para Lava-Louças,45,11159,10;12;20;30;50;51;50;89;99;100;100;100,task:2;informational:51;navigational:4;commercial:33;transactional:10
Lavadoras LG 13kg,19,1846,20;28;29;25;25;26;26;32;28;29;97;100,task:6;informational:41;navigational:8;commercial:23;transactional:22
Máquinas TM,15,67,6;8;9;29;28;8;14;100;61;16;15;10,task:3;informational:42;navigational:40;commercial:10;transactional:5
Lavadeiras e Lavandeiros do Brasil,19,1937,70;100;100;92;67;69;69;46;44;42;41;42,task:2;informational:63;navigational:16;commercial:7;transactional:12
Lavadoras IPC Pro 1600,19,283,57;64;62;58;57;100;78;48;49;76;63;63,task:3;informational:47;navigational:18;commercial:14;transactional:18
Lavadoras que não Enchem Água,54,10085,84;86;90;94;97;97;98;100;99;100;100;99,task:7;informational:78;navigational:6;commercial:5;transactional:4
Máquinas de lavar Colormaq Pioneer,15,1363,8;20;28;22;25;17;13;10;9;100;86;88,task:3;informational:33;navigational:38;commercial:22;transactional:4
Erros e manuais da lava e seca Midea,34,4656,47;56;62;77;95;96;96;100;98;98;99;99,task:2;informational:69;navigational:11;commercial:8;transactional:10
Lavadoras Electrolux 10 kg,19,1686,29;42;48;40;39;41;41;76;66;73;70;100,task:3;informational:46;navigational:11;commercial:29;transactional:11
Lava-louças Electrolux 14 serviços,15,805,32;37;39;39;56;57;58;67;69;92;98;100,task:7;informational:43;navigational:4;commercial:26;transactional:20
Lava-Louças Brastemp e Eletrodomésticos,19,641,21;48;55;53;74;78;77;68;69;100;82;82,task:1;informational:38;navigational:37;commercial:15;transactional:9
Gabinetes de lavanderia,16,126,33;94;100;67;65;56;30;100;93;28;28;28,task:7;informational:34;navigational:4;commercial:41;transactional:14
Lavadoras de Alta Pressão com Pistão,17,77,32;35;35;100;100;47;40;44;46;37;35;38,task:3;informational:62;navigational:1;commercial:22;transactional:12
Manutenção e Desmontagem de Máquinas de Lavar Brastemp,15,191,55;76;83;77;74;76;69;77;77;90;80;100,task:3;informational:64;navigational:8;commercial:12;transactional:13
Rei das Máquinas,15,164,14;13;21;22;44;74;57;24;80;100;23;23,task:3;informational:47;navigational:11;commercial:31;transactional:8
Lavadoras Electrolux 9 kg,33,3324,73;100;100;71;64;67;68;71;76;74;73;73,task:3;informational:48;navigational:4;commercial:28;transactional:17
Lavadoras Panasonic 16 kg,16,447,56;63;62;60;84;73;77;100;35;44;33;39,task:1;informational:62;navigational:7;commercial:18;transactional:12
Secadoras LG no Brasil,19,536,34;42;43;40;37;35;34;100;65;40;39;39,task:5;informational:65;navigational:10;commercial:10;transactional:10
Aluguel de Máquinas de Lavar Piso Industrial,17,397,96;97;98;99;99;100;99;98;98;98;98;98,task:5;informational:32;navigational:1;commercial:26;transactional:36
Tampa da Máquina de Lavar Electrolux,20,753,89;100;96;56;62;63;62;78;80;81;83;83,task:12;informational:49;navigational:5;commercial:11;transactional:23
Lavadoras Electrolux 12kg (e 10kg),110,21343,66;71;76;89;96;97;97;98;100;100;100;100,task:5;informational:44;navigational:10;commercial:20;transactional:21
Lavar roupas à mão,34,7471,97;100;99;93;86;87;87;88;89;89;87;87,task:6;informational:81;navigational:3;commercial:5;transactional:5
Capacitores para máquina de lavar,31,5764,12;18;29;44;69;70;70;100;98;98;99;98,task:5;informational:57;navigational:5;commercial:22;transactional:11
Lavadoras de Alta Pressão Schulz,16,363,42;53;52;77;100;44;44;52;56;54;52;100,task:3;informational:52;navigational:18;commercial:15;transactional:12
Lavadoras de alta pressão portáteis com bateria,16,109,80;93;94;93;55;57;100;93;81;62;60;56,task:3;informational:52;navigational:5;commercial:26;transactional:14
Lavadoras Consul 8kg,24,1637,81;96;100;92;99;95;96;82;54;59;72;89,task:2;informational:38;navigational:9;commercial:40;transactional:11
Lavanderias Self-Service,49,45755,38;41;36;100;39;39;39;46;46;46;46;46,informational:57;navigational:10;commercial:23;transactional:10
Lavadoras Kala LK1305,17,119,82;34;39;39;39;39;39;100;69;94;88;90,task:2;informational:47;navigational:10;commercial:17;transactional:24
Máquinas industriais,16,1562,34;36;37;37;53;54;54;100;100;100;100;100,task:8;informational:46;navigational:3;commercial:39;transactional:4
Acessórios para lavadora de alta pressão,18,4368,59;67;68;43;64;66;67;100;90;90;90;90,task:2;informational:52;navigational:4;commercial:31;transactional:11
Máquinas Amazon no Brasil,18,923,50;95;100;85;76;66;64;69;55;57;56;76,task:5;informational:51;navigational:10;commercial:11;transactional:23
Lavadoras Consul 16kg,18,718,50;72;73;66;64;81;93;98;68;74;94;100,task:3;informational:44;navigational:8;commercial:29;transactional:16
Lavadoras Midea 13kg com sistema ciclone,17,452,27;43;43;86;86;100;92;58;55;72;51;54,task:2;informational:70;navigational:3;commercial:15;transactional:10
Guia de reset de lavadoras e lava-louças,22,1693,30;54;44;74;81;80;80;98;88;94;96;100,task:18;informational:58;navigational:2;commercial:10;transactional:12
Lava-louças Carrefour,17,2719,7;26;22;20;19;22;21;21;17;19;86;100,task:3;informational:26;navigational:29;commercial:15;transactional:27
Magazine Luiza e eletrodomésticos,17,558,28;66;77;38;51;59;63;100;62;37;43;48,task:2;informational:32;navigational:38;commercial:12;transactional:16
Lavadoras Mueller 13kg,18,1555,7;8;8;17;17;33;27;73;64;100;88;95,task:3;informational:36;navigational:4;commercial:41;transactional:16
Sacos para lavar roupas,41,7571,28;37;43;75;85;88;88;100;90;90;90;90,task:8;informational:52;navigational:4;commercial:31;transactional:5
Lava-louças Consul,28,3081,85;100;100;98;94;97;97;76;70;79;86;100,informational:51;navigational:15;commercial:16;transactional:18
Lavadoras Eletroplas: alta pressão e alta vazão,17,130,58;87;88;84;83;65;65;91;100;67;67;67,informational:53;navigational:1;commercial:30;transactional:16
Lavadoras e Secadoras Midea HealthGuard,19,925,21;66;71;100;53;36;36;18;19;39;47;73,task:5;informational:53;navigational:15;commercial:15;transactional:12
Lavadoras Jacto 6800,20,549,65;84;86;79;95;87;88;89;90;96;100;100,informational:61;navigational:15;commercial:16;transactional:8
Lavadoras de roupas 12kg Suggár,16,1049,57;57;58;56;84;90;61;72;67;100;93;99,task:5;informational:15;navigational:8;commercial:62;transactional:10
Assistência técnica Lava e Seca (Brasil),16,2907,58;77;76;74;88;93;94;93;100;100;100;99,task:10;informational:41;navigational:22;commercial:15;transactional:12
Máquinas de lavar WAP Eco,17,749,15;56;61;47;73;60;82;73;54;92;95;100,task:3;informational:43;navigational:11;commercial:30;transactional:13
Bombas Lava e Seca LG,18,784,26;70;71;60;57;49;43;100;76;71;65;79,task:2;informational:52;navigational:20;commercial:12;transactional:14
Máquinas de Bebidas,16,143,65;85;85;92;100;85;80;86;81;65;65;65,task:3;informational:54;navigational:4;commercial:28;transactional:11
Lavadoras Brastemp 14kg,20,1755,74;99;100;92;51;44;45;44;49;49;49;48,task:2;informational:56;navigational:15;commercial:13;transactional:14
Lavadoras Brastemp 12kg BWT12,15,187,8;92;100;77;77;56;60;60;39;61;47;71,task:5;informational:46;navigational:18;commercial:26;transactional:5
Lavadoras Panasonic 18kg Antibacterianas NA-F180P7T,16,1793,4;4;6;33;39;37;31;90;58;98;79;100,task:3;informational:45;navigational:18;commercial:15;transactional:19
Lavadoras Consul 12kg e similares,112,29801,72;74;78;78;86;86;86;100;99;99;99;99,informational:35;navigational:30;commercial:24;transactional:11
Lavadoras Bosch de alta pressão,28,1964,84;98;100;97;47;51;51;57;60;60;59;59,task:5;informational:44;navigational:5;commercial:19;transactional:27
Lavadoras de alta pressão Carrefour,17,1711,18;40;39;24;30;32;21;27;24;32;31;100,task:4;informational:19;navigational:45;commercial:8;transactional:24
Lavadoras Electrolux 8kg,39,4340,86;99;100;46;57;60;61;59;59;59;65;65,informational:50;navigational:10;commercial:22;transactional:18
Desmontagem de agitadores de máquinas de lavar,21,811,54;58;58;88;90;89;92;100;68;67;68;68,task:8;informational:82;navigational:3;commercial:5;transactional:2
Torneiras para lava-louças (cozinha),16,460,62;85;84;78;81;86;82;89;89;91;93;100,task:3;informational:49;navigational:4;commercial:29;transactional:15
Máquinas de Casear Industrial,18,593,89;99;100;86;87;91;81;81;72;72;72;72,task:2;informational:47;navigational:12;commercial:27;transactional:12
Máquinas de lavar não centrifugam,104,24969,58;62;72;82;87;87;87;96;100;100;100;100,task:2;informational:82;navigational:5;commercial:8;transactional:3
Lavadoras Consul 14 kg,16,561,25;36;35;32;49;53;39;37;90;100;46;50,task:3;informational:24;navigational:31;commercial:29;transactional:13
Sabão e Detergente para Lava-Louças,78,44030,17;19;24;83;100;100;100;97;78;78;78;77,task:2;informational:53;navigational:2;commercial:33;transactional:10
Maquinas de Waffle,33,11632,79;85;88;87;95;96;96;98;100;100;100;100,task:2;informational:48;navigational:5;commercial:29;transactional:16
Lava-louças Panasonic,19,1293,68;79;83;79;77;86;85;100;54;82;68;94,task:5;informational:61;navigational:10;commercial:16;transactional:8
"Lava e Seca LG 8,5 kg",32,3579,43;67;68;63;68;63;61;57;80;80;95;100,task:2;informational:56;navigational:10;commercial:12;transactional:20
"Máquinas de cuidado pessoal: cabelo, barba e pés",23,1168,78;98;100;80;84;91;92;81;90;91;85;93,task:5;informational:59;navigational:4;commercial:24;transactional:8
Universo das Máquinas,15,557,64;82;81;80;80;81;83;84;86;86;86;100,task:3;informational:25;navigational:60;commercial:7;transactional:5
lava-louças Philco,25,1815,74;98;100;97;77;81;85;78;86;85;87;86,task:1;informational:47;navigational:24;commercial:12;transactional:16
Lavadoras Midea MF200,19,753,26;34;39;35;94;97;98;100;51;61;23;27,task:2;informational:52;navigational:5;commercial:15;transactional:26
Lavadoras Consul 12kg Inox,17,437,24;35;42;28;35;38;48;100;91;48;47;43,task:2;informational:49;navigational:10;commercial:26;transactional:13
Lavadoras WAP Mini,21,729,88;100;100;96;94;97;100;51;52;52;51;52,task:8;informational:42;navigational:4;commercial:40;transactional:6
Cabides para lavanderia,15,156,54;86;100;99;58;63;54;57;56;59;56;58,task:3;informational:37;navigational:11;commercial:32;transactional:17
Equipamentos de Limpeza Profissional,26,973,60;64;40;66;83;85;80;100;87;86;86;86,task:2;informational:57;navigational:2;commercial:33;transactional:6
Máquinas de costura no Brasil,45,6732,42;47;41;71;88;89;90;96;100;100;99;99,task:5;informational:36;navigational:10;commercial:44;transactional:5
Lavadoras de 18 kg Samsung e LG,21,1511,22;42;42;29;27;23;24;100;72;60;32;36,task:5;informational:41;navigational:5;commercial:27;transactional:22
Máquinas para barra e bainha têxtil,19,726,63;65;66;60;65;71;68;37;98;100;99;100,task:2;informational:67;navigational:5;commercial:16;transactional:10
Lavadoras Brastemp 13kg,25,4031,83;97;100;52;52;53;53;57;56;59;57;57,task:10;informational:45;navigational:5;commercial:23;transactional:17
Eletrodomésticos LG no Brasil,16,801,24;75;76;59;39;40;63;88;61;100;66;71,task:3;informational:49;navigational:27;commercial:11;transactional:10
Acessórios e Peças para Lavadoras de Alta Pressão,21,1789,85;97;97;60;88;90;90;100;92;92;93;92,task:5;informational:25;navigational:8;commercial:39;transactional:23
Máquinas de passar roupas industriais,24,2969,58;73;75;76;87;90;87;100;79;79;82;81,task:5;informational:52;navigational:4;commercial:28;transactional:11
Lavadoras Brastemp 12kg,78,27681,100;100;46;49;66;66;67;73;73;74;73;73,informational:46;navigational:4;commercial:30;transactional:20
Máquinas de Reciclagem,17,188,67;100;93;80;80;79;72;82;92;91;91;98,task:8;informational:72;navigational:5;commercial:10;transactional:5
Máquinas de lavar lava e seca na Black Friday,17,1792,36;73;83;66;88;82;86;100;69;55;50;69,task:2;informational:15;navigational:1;commercial:67;transactional:15
Lavadoras de Alta Pressão WAP 2200,24,3528,54;63;63;62;40;42;42;72;71;84;83;100,task:5;informational:43;navigational:7;commercial:28;transactional:17
Lavadoras Consul 13kg,22,1981,56;68;69;74;77;78;79;100;66;60;60;60,informational:34;navigational:30;commercial:20;transactional:16
Torneiras para tanque e máquina de lavar,32,14223,39;42;45;100;80;80;80;42;44;44;44;44,task:8;informational:39;navigational:4;commercial:36;transactional:13
Conserto de Eletrodomésticos,21,10588,34;42;46;43;40;41;41;55;100;100;100;100,task:17;informational:35;navigational:2;commercial:29;transactional:17
Lava-louças Samsung no Brasil,35,7829,85;97;100;100;99;100;100;88;93;93;91;90,task:5;informational:37;navigational:21;commercial:20;transactional:17
Secadoras industriais de roupas,17,243,71;95;100;89;85;94;80;91;89;77;96;97,informational:59;navigational:1;commercial:30;transactional:10
Máquinas Irmen,15,90,63;65;75;92;92;92;93;94;99;99;100;99,task:7;informational:32;navigational:36;commercial:20;transactional:5
Pressostatos de Lavadoras Brastemp e Similar,16,685,56;78;79;71;84;84;82;90;92;93;93;100,task:3;informational:60;navigational:5;commercial:15;transactional:17
Lavanderias Planejadas com Móveis Embutidos,19,1742,76;98;100;98;89;96;98;95;98;97;98;96,task:3;informational:68;navigational:1;commercial:16;transactional:12
Capas para lava e seca,17,990,17;51;52;38;38;53;56;68;56;100;81;81,task:7;informational:51;navigational:4;commercial:21;transactional:17
Kits e Equipamentos para Lava Jato,52,7094,45;51;62;89;98;100;100;89;94;94;92;92,task:2;informational:45;navigational:2;commercial:33;transactional:18
Maquinas de Refrigerante,29,2548,31;40;37;33;39;42;43;100;44;42;43;43,task:5;informational:55;navigational:3;commercial:28;transactional:9
Mangueiras para Lava-Louças,16,658,21;42;43;27;39;29;43;37;34;100;86;92,task:5;informational:40;navigational:3;commercial:29;transactional:23
Dispenser de Sabão Líquido para Lavanderia,16,237,32;100;34;60;58;49;33;65;60;35;33;33,task:3;informational:31;navigational:5;commercial:28;transactional:33
Lavagem de Motos,62,28481,29;32;37;43;87;88;88;95;100;100;100;100,task:5;informational:58;navigational:5;commercial:21;transactional:11
Lavadoras Midea 13kg no Reclame Aqui,16,873,16;100;90;60;57;34;33;79;46;80;60;95,task:13;informational:18;navigational:48;commercial:10;transactional:11
Lavadoras de alta pressão 2500 psi (WAP),18,1219,45;51;48;48;74;88;87;85;68;90;85;100,task:2;informational:51;navigational:4;commercial:33;transactional:10
Máquinas de refrigeração,17,4554,14;19;20;20;20;20;20;98;98;98;100;100,task:2;informational:70;navigational:5;commercial:17;transactional:6
Samsung Lava e Seca: Limpeza e Manutenção,29,7332,26;37;42;49;48;46;46;98;88;96;94;100,task:2;informational:82;navigational:5;commercial:9;transactional:2
Máquinas de limpeza e extratoras WAP,19,658,74;85;89;87;94;96;100;57;61;61;57;59,task:2;informational:60;navigational:15;commercial:12;transactional:11
Lava-louças Electrolux Blue Touch,20,1210,30;47;52;47;45;42;45;70;67;76;100;86,task:3;informational:31;navigational:38;commercial:16;transactional:12
Destravamento de Lavadoras Samsung e Electrolux,40,5280,48;53;56;90;99;100;100;81;85;88;88;88,task:17;informational:73;navigational:3;commercial:5;transactional:2
